name,year,num_parts
Steve and Creeper,2019,36
Police Watercraft,2014,36
Basic Building Set,1985,36
Holly the Rat,2020,36
Trail Ranger,1994,36
Lewa,2001,36
Low-Loader with Excavator,1972,36
Imperial Shuttle,2018,36
Street Maniac,2005,36
Miner,2018,36
Tractor,1972,36
Food,2021,36
Cake,2023,36
Sports Accessories,2020,36
UFO,2019,36
Giraffes,2015,36
Town Accessories,1993,36
Bowdoin Polar Bear,2013,36
Dressing Table,2020,36
Police Car,1978,35
Golden Snitch,2018,35
Hovercraft,2017,35
Vulture Droid,2017,35
Technic Studless Beams,2014,35
Rapid Response Tanker,2002,35
World Grand Prix,2011,35
Vanilla's Frosty Sleighride,2002,35
Coast Guard Boat,2008,35
Old North Church,2014,35
White Plates,2014,35
Racers Hazard Kit,2004,35
Tractor,2009,35
Simple Machines Yellow Assortment Pack,2012,35
F1 Race Car,1993,35
Stephanie's Cookie-Kitchen,2021,35
Chinatown,2021,35
Rescue Helicopter,1987,35
Fruit Bar,2022,35
Fawn's Forest,2013,35
Cake Decorating Set,2020,35
Battle Pack Knights,2008,35
Star Destroyer,2018,35
Knights Army-Building Set,2016,35
Bucket,1991,35
Green Dragon,2017,35
Spark,2000,35
Bully,2022,35
Stunt Pack,2004,35
"Lila, the Big Bluebell",1999,35
Gali,2001,35
Police Car,2013,35
Space Police Buildable Watch with Toy,2009,35
Nexo Powers Wave 1 Power Shields,2017,35
Nexo Powers Wave 2 Power Shields,2017,35
Scorpion Tracker,1998,35
Mini Temple,2017,35
Rey's Speeder,2017,35
Tigger's Treehouse,2000,35
Scuttlebug,2021,35
Christmas Tree,2014,35
Nursery School,1980,35
Mini-doll Campsite Set,2016,35
Ultra Light I,1990,35
Kabaya Promotional Set: Red (Volcano Climber) RoboRider,2000,35
Figures and Furniture,1985,35
Small Satellite,2011,35
TECHNIC Chainlinks,1994,35
Petrol Station,1982,35
Police Boat,2012,35
Pirate Elements,1990,35
Race Car,2012,35
Pirate's Treasure Hunt (Quaker Oats promo),2001,35
Boba Fett Minifigure Watch,2015,35
Police Car,2008,35
Town and Space Accessories,1987,35
Hockey Promotional Set,2003,35
Vic Hoskins with Buggy,2020,35
Mini Tow Truck,2000,35
Radiator Springs Lightning McQueen,2011,35
Recycle Truck,1997,35
Vehicles,2003,35
Wild Animals (Explore),2002,35
Frodo with Cooking Corner,2012,35
Cute Ideas,2020,35
Wildlife Park,2001,35
World Race Buggy,2010,35
London Bus Magnet,2019,35
Panda,2015,35
Mobile Crane,1971,35
Basic Building Set in Cardboard,1965,35
Wildlife Rescue Hovercraft,2021,35
Large & Small Wheels & Turn-Table,1963,35
Ariel's Undersea Castle,2020,35
Community Vehicles,1986,35
Studless Technic Beams,2008,35
Strata Scooter,1987,35
Volcano Climber,2000,35
Emma's Flower Stand,2014,35
Stunt Copter,1994,35
American Flag,2003,35
TECHNIC Cables,1995,35
Mermaid Vibes,2021,34
Fire Truck,1992,34
Ice Cream Besties,2021,34
Basic Building Set,1985,34
Pop Star Red Carpet,2015,34
"Slopes Regular, Double, Angle, Valley and Corner, Blue (System)",1966,34
Kopaka - With mini CD-ROM,2001,34
Fish Tank #2,2017,34
Lime/Black Racer,2007,34
James Celebrates Sodor Day,2009,34
City Police Accessory Set,2013,34
Gray Fences,2002,34
Percy at the Sheds,2008,34
Jet Horse,2016,34
Kabaya Promotional Set: White (Ice Explorer) RoboRider,2000,34
Starlight,2021,34
Castle Accessories,1995,34
Farm Garden & Scarecrow,2022,34
Granite / Rock Slizer,1999,34
Speed Patroller,2000,34
Street Lamps,2018,34
Monster,2021,34
Fire Truck Holiday Bauble,2013,34
Adventure,2021,34
Medic's Car,1978,34
Space: A Lego Adventure in the Real World,2019,34
Guido,2011,34
Moon Walker,1995,34
Elephant,2005,34
Town Mini-Figures,1986,34
Ice Cream Stand,2013,34
The Lab,2011,34
Basic Set,1984,34
Hedgehog's Hideaway,2013,34
LEGO Express,2002,34
Cross Axles,1987,34
LEGO Express Deluxe,2002,34
Birthday Accessories,1998,34
Plane,2005,34
Mud Runner,1991,34
Batman and Batjet,2023,34
Basic Set (Safari),1983,34
Naboo Starfighter,2016,34
Clikits Daisy Buildable Watch,2003,34
Axle Assortment,1984,34
Clikits Heart Buildable Watch,2004,34
ADU Walker,2011,34
Clikits Star Buildable Watch (Blue),2004,34
Rainn Delacourt with Raptor,2022,34
Bart Fun Pack,2015,34
Dinosaur Market,2022,34
Bonnie Bunny's Camper,1981,34
Yellow Airplane,2009,34
Darth Maul's Sith Infiltrator,2020,34
Ferrari 150° Italia,2012,34
Lance's Micro Limo,2017,34
Mighty Mech Bot,2016,34
"Slopes Regular, Double, Angle, Valley and Corner, Red (System)",1966,34
Fire Helicopter,2008,34
Bee,2016,34
Mack's Road Trip,2010,34
Speed Boat,2011,34
Cat Show,2004,34
Racing Tow Truck,2010,34
Blue Plates Parts Pack,1980,34
Racer,1999,34
Bucket Loader,1981,34
Santa on Reindeer,1999,34
TIE Whisper,2022,34
Police Quad,2010,34
Heart,2022,34
Doctor Visit,2022,34
Starfire I,1986,34
Bucket,2001,34
"Santa, Tree, and Present",2003,34
Ice Explorer,2000,34
Triceratops,2006,34
Cranky-Loading Crane,2006,34
Wheelers,2003,34
Fire Rescue Water Scooter,2020,34
Gorzan's Walker,2014,34
Basic Set,1983,34
Airliner,2009,34
Fun-Day Sundaes,1995,34
Castle Equipment,1993,34
Dinosaur,2004,34
My First Animal Brick Box,2018,34
Christmas Ornament Reindeer,2020,34
WeDo Replacement Pack 2,2015,34
Doors and Fences,1973,34
Mini Airplane,2010,34
Siddeley Saves the Day,2012,34
Ski / Ice Slizer,1999,34
Train Set (Freight),1983,34
2-Pilot Craft,1991,34
Track Racer,2008,34
My First Car Creations,2019,34
Transformer / Controller 12V,1980,34
Tahu - With mini CD-ROM,2001,34
Toy Soldier,2016,34
Christmas Cat Ornament,2014,34
Traffic Light Patrol,2018,34
Darth Vader Watch,2011,34
Racing Car,2021,34
Race Team,2012,34
Buzz Lightyear Minifigure Link Watch,2011,34
Mono Jet,2001,34
Race Boat,2019,34
Try Bird,1999,34
Message Decoder,1989,34
Red Plates Parts Pack,1980,34
Dump Truck,2006,33
Crane Lorry,1973,33
Sky Police Jetpack,2019,33
Vahki Nuurakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,33
Vahki Bordakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,33
Space Digger,1981,33
Basic Building Set,1987,33
The Piece of Resistance,2014,33
Lava,2000,33
Star Wars #4 - Battle Droid Minifig Pack,2000,33
Vahki Zadakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,33
Mobile Hydraulic Lift,1973,33
Bunnies' Playground,2018,33
Frog,2006,33
2018 - Unused Parts Database Set,2018,33
(Me and My) Birthday,1998,33
Veterinary Cabinet,2018,33
Tahu,2001,33
Wild Animals of the Ocean,2022,33
Playground,1996,33
Small Bucket,2002,33
Batcave,2020,33
Vahki Vorzakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,33
Police 4 x 4,2008,33
Patrol Car,1999,33
Hidden Treasure,1999,33
Kiosk,1971,33
Summer Picnic,2013,33
Turtle's Little Oasis,2013,33
Fisherman's Cottage,1985,33
Kopaka,2001,33
Quinjet,2012,33
Stephanie's Pool Pod,2018,33
Rapunzel's Dressing Table,2021,33
Apatosaurus,2004,33
Belville Fairy Castle Clock,2002,33
Go Team!,2020,33
Garden Set,2005,33
Coast Guard Quad Bike,2008,33
Love Birds,2020,33
Magic Forest,2020,33
Renault Formula 1 Racer,1992,33
Power,2020,33
Cool Cactus,2021,33
Lantern,2019,33
2 x 2 Bricks (System),1966,33
Pirate Ship,2022,33
Aero Pod (Polybag),2004,33
Airplane,2003,33
Legolas Greenleaf,2013,33
Red Eagle,2003,33
Build Halloween Fun!,2021,33
Police Helicopter,2013,33
Kai's Spinjitzu Ninja Training,2022,33
Fireman's Car,1978,33
Click,2009,33
Angel,1989,33
Freestyle Set,1996,33
Pirate Ship,2006,33
Kylo Ren's Shuttle,2018,33
Kylo Ren's TIE Silencer,2019,33
Key Rack,2016,33
Raptor Ambush,2019,33
Lloyd's Spinjitzu Ninja Training,2022,33
Tipper Truck,1978,33
Goods Station (Cargo Center),1988,33
Stone Giants' Gun,2017,33
Clone Wars Pack,2008,33
458 Italia,2012,33
Muck's Recycling Set,2005,33
Clikits Heart Buildable Watch (Pink),2003,33
Ghost,2012,33
Jedi Interceptor,2020,33
Rainbow,2020,33
Ewar's Acro Fighter,2013,33
Funky Animals,2020,33
Sparkly Unicorn,2020,33
Cosmic Wonder,2020,33
Sheriff Jake,1998,33
Music,2021,33
Helicopter Rescue Unit,2005,33
Wizarding World Minifigure Accessory Set,2021,33
Jet-Ski,2014,33
Green Lizard,2009,33
Tunnel Fun,1998,33
LEGOLAND Build Magnet,2020,33
Sarah's Big Recipe,2001,33
Torch / Fire Slizer,1999,33
Darth Maul Watch,2009,33
Count Dooku Minifigure Link Watch,2010,33
King's Catapult,1991,33
Wishing Well,2016,33
Supplementary Bricks,1987,33
Tugboat,2004,33
Slimer Fun Pack,2016,33
Happy Birthday Building Set,1996,33
Basic Motor Set,1985,33
Jungle Surprise,1999,33
Christmas Tree,2002,33
Lantern,2021,33
Ink Koi Skin,2019,33
Fish Tank,2017,33
Angel,2003,33
Ships,1992,33
Happy Turtle,2017,33
Off Roader,2017,33
Splash Koi Skin,2019,33
Helicopter,1985,33
Airplane,2003,33
Koi Fish,2020,33
Vahki Keerakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,33
Exclusive Weapon Training Set - Limited Edition,2011,33
Vahki Rorzakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,33
Brick Box,2009,33
Imperial Speeder Bike,2009,33
Foo,2021,33
Truck,1971,33
Brick Box,2007,33
Police Water Scooter,2021,33
Double Excavator,1971,33
Darth Maul Buildable Watch with Toy,2015,33
Ramadan Lantern,2023,33
Turtle,2013,33
Garden and Earthworm,2012,33
Sky Pirates Battle,2016,32
Adventure Trip,2001,32
Crab,2005,32
Race Car,1989,32
Flora's Bubbling Bath,2002,32
Golden Land,2003,32
Power Bike,2000,32
Crater Crawler,1985,32
Fire Car,2005,32
Police Helicopter,2011,32
Train Starter Set with Motor,2000,32
Brontosaurus Family,1998,32
Fantasy Bird,1998,32
James at Knapford Station,2005,32
Town and Space Equipment,1991,32
Rover's Building Set,1994,32
Bangle Minis,2003,32
TIE Interceptor,2004,32
Mindstorms EV3 Replacement Pack 2,2015,32
Botanical Accessories,2020,32
Big Bling Wheelie,2005,32
Connecting Rods and Stop Bushes,1987,32
Winter Accessories,2019,32
Mindstorms EV3 Replacement Pack 4,2015,32
Dressing Table with Mirror,1973,32
"Hinges, Couplings and Tilting Bearings",1991,32
Fire Car,2017,32
Magical Ideas,2021,32
Zombie Chauffeur Coffin Car,2012,32
Jack Stone Policeman Buildable Watch with Toy,2002,32
Final Duel I,2002,32
MyBot,2000,32
Alpha Team Clock,2003,32
Mini Rocket Launcher,1999,32
Easter Bunny,2023,32
Mountain Ranger & Quad Bike,2018,32
Basic Set,1997,32
Shell Station,1987,32
Alpha Team Robot Diver,2002,32
Sea Sprint 9,1995,32
Freestyle Set,1995,32
Fire Response SUV,2001,32
Meteor Monitor,1990,32
Ideas on the Go,2023,32
Flo's Cafe,2010,32
Build a Bullseye Target Gift Card Promotional,2010,32
Frax' Phoenix Flyer,2014,32
Fly Guy,2021,32
Darth Vader Buildable Watch,2015,32
Bunny,2019,32
Dirt Bike,2000,32
Diamond's Show Jump,2019,32
Pirate Accessories,1993,32
Rocking Horse,2013,32
Beta Buzzer,1998,32
Dolphin and Crab,2018,32
Mechanical Toy Shop,1995,32
Rainbow Fish,2017,32
"Wheels, Bearings and Suspension",1995,32
Owl,2019,32
Differential and Bevel Gears,1987,32
"Pulleys, Tires, and Steering Wheels",1987,32
Lennox Buildable Watch with Toy,2013,32
Small Bucket,1995,32
Red/Black Plates,1985,32
Jack Stone Red Flash Station,2002,32
Yoda Watch,2011,32
Savannah Animals,1994,32
Extra Soft Bricks,1999,32
WeDo Replacement Pack 1,2015,32
Shooting Gallery,2017,32
Stone Chopper,2009,32
Dual Turbo Prop,2002,32
Police Plane,2012,32
Satellite with Astronaut,1999,32
Lamb and Sheep,2013,32
Belville Clock,2002,32
Animals,1985,32
Cute Vehicles,2000,32
Polar Zoo,2009,32
Vahki Zadakh,2004,32
Lasha Buildable Watch with Toy,2012,32
Millennium Falcon,2019,32
Captain Marvel and Nick Fury,2020,32
Surfer Rescue,2013,32
Dressing Table,2021,32
Parrot's Perch,2013,32
Ninja Training,2011,32
Precinct Cruiser,1989,32
Play Room,1994,32
Sweeper,2021,32
Vahki Keerakh,2004,32
Ninjago: Spot The Samurai - Droid,2015,32
Stephanie's Pizza Bakery,2020,32
Multi Vehicles,2014,32
Forest: Fishing Trip,2015,32
Kitty Chico at Vets,2020,32
Vahki Vorzakh,2004,32
Assortment of Axles,1982,32
Mining Dozer,2012,32
Transparent Bricks,1988,32
Sprint Racer,1988,32
8 Straight Rails Gray 4.5v,1980,32
Vahki Bordakh,2004,32
Christmas Tree Ornament,2015,32
Mini Antennas and Stick,1989,32
Surfing with Dolphin,2023,32
Holiday Ornament with Red Bricks,2011,32
Luke Skywalker Buildable Watch with Toy,2011,32
8 Curved Rails Gray 4.5v,1980,32
Andrea's Stage,2018,32
TIE Interceptor,2005,32
Vehicles,1985,32
Hinges and Couplings,1989,32
Vahki Nuurakh,2004,32
Rex's Plantimal Ambush,2019,32
2 x 3 Plates (architectural hobby und modelbau version),1962,32
Orchestra,1985,32
Car,2012,32
Vahki Rorzakh,2004,32
First Order SF TIE Fighter,2019,32
2017 - Unused Parts Database Set,2017,31
Maverick Storm,2002,31
Dora and Boots at Play Park,2004,31
My First Duplo Set,2011,31
Stormtrooper Watch,2011,31
Small Pre-School Basic Set,1973,31
Piston Cup Race,2017,31
Blue Player & Goal,2004,31
Baby Brachiosaurus,2001,31
EV3 MEG Mini,2013,31
RES-Q Equipment (Tools),1999,31
Whale,2015,31
The Skeleton Defense,2020,31
Excavator,1974,31
Shark,2015,31
Mandalorian Starfighter,2022,31
Ninja Knights,1999,31
Invasion from Below,2014,31
Freddy Fresh's Fire Quad,2022,31
Vehicles,1997,31
Lawn mower,2023,31
The Batman Movie Accessory Set,2017,31
Happy Face Carry Case,1994,31
2023 Build-A-Minifigure Station Exclusive Parts,2023,31
Turbo Force,1992,31
All Bricks in All Colors,1975,31
Basic Building Set,1985,31
Airplane Mechanic,2006,31
Brick Box,2012,31
Mini-Figure Set,1982,31
"31 bricks with 2, 4 and 6 studs",1969,31
4.5V Motor Set,1976,31
Forklift,2022,31
Pirate's Gun Cart,1993,31
Horse Stable,2004,31
Fire Chief,2010,31
Clone Walker,2009,31
Han Solo Watch with Building Toy,2009,31
Pneumatics Add-on Set for Machines & Mechanisms,2008,31
Headgear (Hats and Hair),1997,31
Road Roller,2009,31
Police Officer Buildable Watch with Toy,2009,31
WeDo Mascot Mini Milo,2016,31
Kendo Cole Buildable Watch,2015,31
Flamingo,2013,31
Fire Chief's Car,2005,31
2021 Build-A-Minifigure Station Exclusive Parts,2021,31
Bird,2011,31
Transportation Set,1999,31
Worriz' Fire Bike,2014,31
Glade Runner,1993,31
Turtle Wagon,1999,31
Jungle Boat,2014,31
Onua - With mini CD-ROM,2001,31
Holocron Droid,2013,31
Number Train,2013,31
Surprise for Eeyore,1999,31
Formula 1 Racing Car,1998,31
Cat's Playground,2013,31
Pretty Punch Activity Set,2003,31
Family House on Wheels,2023,31
Build N Buy Pumpkin (Happy),2002,31
Blue Racer,2004,31
Skeleton Crew,1996,31
Harry Potter and Hedwig: Owl Delivery,2020,31
Mobile Satellite Up-Link,1991,31
Booster Pack Kendo Jay,2012,31
Minifigure Birthday Set,2013,31
Stingby,2022,31
Tractor,1978,31
Shark Skin,2019,31
Police Buggy,2019,31
Slave I,2019,31
Building Set,1973,31
Dragon Fight,2011,31
Owen with Airboat,2022,31
Medium Dino Bucket,1997,31
Formula-I Racer,1985,31
Telekom Race Cyclist and Television Motorbike,2000,31
Large Wheels and Axles,2002,31
Whale,2007,31
Fire Helicopter,2000,31
Friendship Rings,2018,31
Elf Girl,2004,31
"Cogsworth, Lumière & Sultan",2021,31
Ninja Workout,2019,31
Young Brachiosaurus (The Arm Lizard),2001,31
Power,2000,31
Police Helicopter,2007,31
Bonnie Rabbit's Flower Truck,1983,31
Policeman and Helicopter,2021,31
Baby Brachiosaurus,2001,31
Stormer 2.0,2011,31
4.5V Motor Set,1976,31
Polar Animals (Explore),2002,31
Stormer 3.0,2011,31
Anakin Skywalker Buildable Watch with Toy,2016,31
Airplane,1985,31
Friends Interior Design Kit,2015,31
Construction,2000,31
Small Bakery,1986,31
Buildable Ruler with Minifigure,2019,31
Rock Speeder,2017,31
Evo 2.0,2011,31
Nex 2.0,2011,31
Clemmons With Fire Quad,2020,31
Owen with Helicopter,2021,31
Julie's (Andrea's) Picnic Lunch,1998,31
Justin Justice's Police Car,2022,31
Gardener with Lawn Mower,2019,31
Land Scooper,2000,31
Target Practice,2010,31
Anakin Skywalker Watch,2011,31
Cargo Ship,1976,31
Camping Caravan,1988,31
Crawley Buildable Watch with Toy,2013,31
Red Player & Goal,2004,31
C-3PO and R2-D2 Buildable Watch with Toy,2013,31
Airplane,2005,31
Chewbacca Buildable Watch with Toy,2013,31
Lake-town Guard,2013,31
Building Set,1970,31
Submarine,2022,31
Para-Biddybud,2022,31
Public Works,2008,31
Ship,1987,31
Friends Carry Case,2013,31
Gandalf at Dol Guldur,2012,31
Desert Rover,2011,31
Jack Sparrow Watch,2011,31
Pendant,1979,30
Airport Rescue Truck,2004,30
Circus Freeway,1999,30
Halloween Ideas,2020,30
Secret Diary with Lock,2021,30
Ariel's Magical Boat Ride,2012,30
Technic Crossblocks,2008,30
Technic Angle Beams,2008,30
Hovertron,1996,30
Bulk 3.0,2011,30
Skybound Plane,2016,30
Fire and Rescue Team,2014,30
Fuzzy,2020,30
Hermione's Study Desk,2021,30
Dinosaurs Family Home,1997,30
Racer,2016,30
Technic Beams with Snaps,2008,30
Furno 2.0,2011,30
Stringer 3.0,2011,30
Disney Princess: The Mystery Garden,2018,30
Jumbo Bricks,1969,30
Farm Animals (and Fences),1986,30
Rocka 3.0,2011,30
Fun Zoo,2005,30
Surge 2.0,2011,30
Harry Potter: Prépare-toi pour la magie!,2021,30
Mini Basic Bricks,1985,30
Road Plates and Signs,1981,30
Mechakoopa,2022,30
Monsters Army-Building Set,2016,30
The Joker,2021,30
Sofia's Magical Carriage,2016,30
Basic Bricks,2005,30
All-in-One-Gift-Set,2014,30
Doc's Pet Vet Care,2016,30
Fire Truck,1970,30
Small Duplo Toolo Set,1992,30
Special Police Buildable Watch with Toy,2018,30
Build Easter Fun!,2021,30
Build & Celebrate Easter,2020,30
Jedi Interceptor,2019,30
Swoop,2021,30
Pink Brick Box,2012,30
Basic Set,2000,30
Gear Supplementary Set,1970,30
Star Wars: Spot The Galactic Heroes,2016,30
Mindstorms EV3 Replacement Pack 6,2015,30
Kelloggs Promotional Set: TECHNIC Motorcycle,1998,30
Worker Robot,2001,30
"Hinges, Couplings, Turntables",1996,30
Boat,1997,30
Connector Pegs / Connectorpegs,1987,30
Minifigure Wedding Favor Set,2011,30
Living Room,1986,30
Bedroom,1986,30
Basic Building Set Trial Size,1993,30
Basic Building Set Trial Size,1992,30
Crocodile,2015,30
1 x 6 Beams,2002,30
1 x 4 Beams,2002,30
Fire Rescue (Explore),2002,30
4WD Police Patrol,2000,30
Rocket Stages,1987,30
1x4 Gray Technic Bricks,2013,30
1x6 Gray Technic Bricks,2013,30
Photo Minis,2003,30
Triceratops,2019,30
Surveillance Chopper,1999,30
Food Accessories,2018,30
Power Miners Buildable Watch with Toy,2009,30
Supplementary Set,1979,30
Racers Drome Clock,2003,30
Zane Buildable Watch,2015,30
EV3 Technic Special Elements,2014,30
Water Rider,2000,30
Decorated Elements,1994,30
Rubber Track Elements,2015,30
Mountain Sleigh (Kabaya Promotional),2003,30
Sinjin Prescott with Buggy,2021,30
2 x 3 Plates (cardboard box version),1962,30
Mountain Sleigh,2003,30
Astro Dart,1990,30
Animal Fun,1993,30
Creationary Booster Pack,2011,30
Obi-Wan Kenobi Watch with Buildable Toy,2009,30
C-3PO Watch with Buildable Toy,2009,30
Fire-Helicopter,2023,30
Pirates of the Caribbean Battle Pack,2011,30
Onua,2001,30
Trike Buggy,1999,30
Winter World,2018,30
Andrea's Fancy Dress Stand,2019,30
Track Blaster,1990,30
Birthday Cake,2019,30
Mini Dumper,1989,30
Olivia's Snack Stand,2020,30
Easter Chicks,2000,30
Technic Angle Beams,2014,30
Beach Bar,2020,30
Stunt Chopper,1990,30
Technic Beams with Snaps,2014,30
Andrea's Magic Show,2020,30
Technic Crossblocks,2014,30
2019 - Unused Parts Database Set,2019,30
Misc Yellow Brick Pack,2014,30
Sport Convertible,1987,30
Specialty Red Bricks Pack,2014,30
Raptor with Big Trap,2023,30
Victory Racer,1988,30
Ice Cream Cart,1985,30
Lamp Covers,2013,30
Treasure Island,2004,30
Minifigure Gift Set (Target Exclusive),2014,30
Off Road Racer 2,2010,30
Leonidas' Jungle Dragster,2013,30
Hook-Truck,1998,30
Easter Chick,2019,30
Mailman on Motorcycle,1984,30
"Cave Explorer, Creeper and Slime",2023,30
Freestyle Set,1998,30
"Hinges, Couplings, Turntables",1993,30
Micro Chaos Chariot,2016,30
Worker Robot,2001,30
Fire Engine,1986,30
Tow Truck,1986,30
Loadin' Digger,2003,30
Triceratops,2018,30
Chick,2010,30
"Rod ""Torque"" Redline",2012,30
Ultra-Light,1993,30
Doctor With Car,2009,30
Family Camping Van Adventure,2021,30
Star Wars #1 - Sith Minifig Pack,2000,30
Trike Buggy,1999,30
Santa's Elves,1991,30
Daddy No Legs,2019,30
Super Heroes Lab,2020,30
Police Boat,2009,30
Scout Patrol Ship,1992,30
I ❤️ Shanghai Standee,2018,30
Collectible Display Set 4,2009,30
Rocket Boat,1999,30
Mini-Dumper,1999,30
Pro-Stunt,2003,30
Dog,2005,30
BMW Racer,2013,30
Skeleton Mummy Battle Pack,2011,29
Train Track Package,1996,29
Desert Glider,2011,29
Kabaya Promotional Set: Propeller Buggy,1999,29
Building Set,1973,29
Batcycle,2022,29
Easter Bunny,2000,29
Triceratops,2022,29
Basic Set,1991,29
Plants from Plants,2019,29
Nuju,2001,29
"Hinges, Couplings and Turntables",1998,29
Halloween Toy Shop,2014,29
Rover,2001,29
Ekimu Falcon,2016,29
Pendant,1979,29
Propellor Buggy,1999,29
Robot,2004,29
Yoda's Hut,2016,29
Watch System Voyager (UFO Space),1997,29
1-2-3 Marie,2001,29
Crocodile Hideout,2014,29
Radar Truck,1979,29
Build N Buy Pumpkin (Sad),2002,29
Takeshi Walker 1,2007,29
Nuju,2001,29
Friends Name Sign,2013,29
Ninjago Minifigure Collection,2017,29
Open-Top Jeep,1997,29
Supplemental Pack for Shuttle Adventure Set 10213,2010,29
Onewa,2001,29
Plants from Plants,2018,29
Build-A-Rabbit,1992,29
Jeep,2015,29
Res-Q Wrecker,2001,29
Angler Fish,2015,29
Holiday Train Starter Collection,2006,29
Dragster,1986,29
Rock Hacker,2009,29
Coin Coffer,2022,29
Kitchen,1985,29
Alien Space Ship,2010,29
